_id,experience,location,salary,search_type,skills,title,url
643b98a5d01321d35da3a9d9,0-4 Yrs,"[""Pune""]",Not disclosed,HTML,"[""CSS"",""front-end coding"",""HTML Developer"",""JavaScript"",""xml"",""frontend development"",""html/css"",""end""]",HTML/CSS & Front End  Developer,https://www.naukri.com/job-listings-html-css-front-end-developer-prachi-balaji-mali-pune-0-to-4-years-150423002898
643b98a5d01321d35da3a9da,2-6 Yrs,"[""Mumbai"",""Chennai""]",Not disclosed,HTML,"[""Javascript"",""application"",""design"",""cs"",""development"",""application development"",""agile"",""html/css""]",Application Developer - HTML/CSS/Javascript,https://www.naukri.com/job-listings-application-developer-html-css-javascript-fidelity-it-mumbai-chennai-2-to-6-years-040423907436
643b98a5d01321d35da3a9db,5-8 Yrs,"[""Hyderabad/Secunderabad""]",10-20 Lacs PA,HTML,"[""css"",""javascript"",""ui development"",""angularjs"",""json"",""ui"",""html"",""cs""]","UI Developer (javascript, Html, CSS, Angularjs, Json)",https://www.naukri.com/job-listings-ui-developer-javascript-html-css-angularjs-json-tech-mahindra-hyderabad-secunderabad-5-to-8-years-010423900029
643b98a5d01321d35da3a9dc,4-6 Yrs,"[""Kolkata"",""Mumbai"",""Hyderabad/Secunderabad"",""Pune"",""Chennai"",""Ahmedabad"",""Delhi / NCR"",""Bangalore/Bengaluru""]",Not disclosed,HTML,"[""HTML"",""troubleshooting"",""jquery"",""javascript"",""cs"",""web designing"",""coding"",""sass""]",HTML/CSS Developer,https://www.naukri.com/job-listings-html-css-developer-prime-infosoft-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-4-to-6-years-231222910385
643b98a5d01321d35da3a9dd,3-5 Yrs,"[""Kolkata"",""Mumbai"",""Hyderabad/Secunderabad"",""Pune"",""Chennai"",""Ahmedabad"",""Bangalore/Bengaluru"",""Delhi / NCR""]",Not disclosed,HTML,"[""HTML"",""html/css"",""development"",""jquery"",""mis"",""css"",""troubleshooting"",""web technologies""]",HTML/CSS Developer,https://www.naukri.com/job-listings-html-css-developer-prime-infosoft-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-bangalore-bengaluru-delhi-ncr-3-to-5-years-281222905763
643b98a5d01321d35da3a9de,2-5 Yrs,"[""Ahmedabad""]",Not disclosed,HTML,"[""insurance"",""integration"",""cs"",""development"",""angular"",""git"",""integration testing"",""software testing""]",Angular Ui Developer - Html/Css,https://www.naukri.com/job-listings-angular-ui-developer-html-css-sererra-ahmedabad-2-to-5-years-110423500492
643b98a5d01321d35da3a9df,2-5 Yrs,"[""Kochi/Cochin"",""Chennai"",""Bangalore/Bengaluru""]",Not disclosed,HTML,"[""Magento"",""css"",""javascript"",""jquery"",""yii"",""mysql"",""codeigniter"",""ajax""]",Magento Developer - HTML / CSS3,https://www.naukri.com/job-listings-magento-developer-html-css3-l-a-consultancy-kochi-cochin-chennai-bangalore-bengaluru-2-to-5-years-140223908358
643b98a5d01321d35da3a9e0,1-3 Yrs,"[""Bangalore/Bengaluru""]",Not disclosed,HTML,"[""UI Development"",""cs"",""development"",""javascript"",""jquery"",""html/css"",""ui"",""ajax""]",UI Developer - HTML/CSS,https://www.naukri.com/job-listings-ui-developer-html-css-emploi-consultancy-bangalore-bengaluru-1-to-3-years-281222906263
643b98a5d01321d35da3a9e1,3-7 Yrs,"[""Bangalore/Bengaluru""]",Not disclosed,HTML,"[""UI"",""sql"",""web api"",""web technologies"",""design"",""cs"",""development"",""oops""]",UI Developer - HTML/CSS,https://www.naukri.com/job-listings-ui-developer-html-css-gallop-research-bangalore-bengaluru-3-to-7-years-301222909802
643b98a5d01321d35da3a9e2,2-4 Yrs,"[""Gurgaon/Gurugram""]",Not disclosed,HTML,"[""UI Development"",""angularjs"",""jquery"",""javascript"",""ui/ux"",""cs"",""adobe"",""ui""]",UI Developer - HTML / CSS / JavaScript,https://www.naukri.com/job-listings-ui-developer-html-css-javascript-emploi-consultancy-gurgaon-gurugram-2-to-4-years-281222906301
643b98a5d01321d35da3a9e3,4-9 Yrs,"[""Navi Mumbai""]",5-12 Lacs PA,HTML,"[""Ui/Ux"",""CSS"",""Javascript"",""Bootstrap"",""JQuery"",""development"",""ui"",""html""]",HTML 5 and Bootstrap Developer,https://www.naukri.com/job-listings-html-5-and-bootstrap-developer-dyne-infotech-pvt-ltd-navi-mumbai-4-to-9-years-120423005434
643b98a5d01321d35da3a9e4,7-11 Yrs,"[""Hybrid - Gurgaon/Gurugram""]",Not disclosed,HTML,"[""Amp"",""HTML"",""development"",""xd"",""css"",""adobe xd"",""dreamweaver"",""html development""]",Html Developer,https://www.naukri.com/job-listings-html-developer-briskwin-it-bwit-gurgaon-gurugram-7-to-11-years-120423003873
643b98a5d01321d35da3a9e5,3-6 Yrs,"[""Gurgaon/Gurugram""]",Not disclosed,HTML,"[""ReactJS"",""css"",""material ui"",""html/css"",""materials"",""react.js"",""ui"",""html""]",React.js Developer - HTML/CSS,https://www.naukri.com/job-listings-react-js-developer-html-css-ezeiatech-systems-private-limited-gurgaon-gurugram-3-to-6-years-280223908981
643b98a5d01321d35da3a9e6,4-7 Yrs,"[""Ahmedabad"",""Gujarat"",""Rajasthan""]",Not disclosed,HTML,"[""Javascript"",""integration"",""bootstrap"",""coding"",""development"",""code versioning tools"",""angularjs"",""api integration""]",Angular Developer - Javascript/HTML/CSS,https://www.naukri.com/job-listings-angular-developer-javascript-html-css-huptech-hr-solutions-ahmedabad-gujarat-rajasthan-4-to-7-years-281222906531
643b98a5d01321d35da3a9e7,3-7 Yrs,"[""Gurgaon/Gurugram""]",Not disclosed,HTML,"[""JavaScript"",""React.js"",""development"",""html"",""css"",""cs"",""mysql"",""mongodb""]",JavaScript/React.js Developer - HTML/CSS,https://www.naukri.com/job-listings-javascript-react-js-developer-html-css-emploi-consultancy-gurgaon-gurugram-3-to-7-years-281222906326
643b98a5d01321d35da3a9e8,1-3 Yrs,"[""Delhi / NCR""]",Not disclosed,HTML,"[""Python"",""html/css"",""development"",""operating"",""linux internals"",""mysql"",""css"",""web technologies""]",Full Stack Developer - Python/Java/HTML/CSS,https://www.naukri.com/job-listings-full-stack-developer-python-java-html-css-emploi-consultancy-delhi-ncr-1-to-3-years-281222906292
643b98a5d01321d35da3a9e9,2-5 Yrs,"[""Kolkata"",""Mumbai"",""Hyderabad/Secunderabad"",""Pune"",""Chennai"",""Ahmedabad"",""Delhi / NCR"",""Bangalore/Bengaluru""]",Not disclosed,HTML,"[""HTML"",""software"",""javas"",""angularjs"",""web services"",""javascript"",""cs"",""angular""]",Angular Developer - HTML/CSS/Javascript,https://www.naukri.com/job-listings-angular-developer-html-css-javascript-marktine-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-2-to-5-years-030423904406
643b98a5d01321d35da3a9ea,3-6 Yrs,"[""Kolkata"",""Mumbai"",""Hyderabad/Secunderabad"",""Pune"",""Chennai"",""Ahmedabad"",""Bangalore/Bengaluru"",""Delhi / NCR""]",Not disclosed,HTML,"[""Wordpress"",""html/css"",""cms"",""development"",""backend"",""css"",""backend development"",""cs""]",Wordpress Developer - HTML/CSS/Javascript,https://www.naukri.com/job-listings-wordpress-developer-html-css-javascript-marktine-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-bangalore-bengaluru-delhi-ncr-3-to-6-years-050423910337
643b98a5d01321d35da3a9eb,0-0 Yrs,"[""Pune""]",Not disclosed,HTML,"[""HTML"",""research"",""web content"",""web technologies"",""content"",""excel"",""keyword research""]","Freshers- Web content and HTML Executive- US IT MNC-  Aundh, Pune",https://www.naukri.com/job-listings-freshers-web-content-and-html-executive-us-it-mnc-aundh-pune-us-it-mnc-pune-0-to-0-years-060423010059
643b98a5d01321d35da3a9ec,0-2 Yrs,"[""Saki Vihar Road"",""Andheri East""]",Not disclosed,HTML,"[""sql"",""cs"",""programming"",""object"",""oops"",""jquery"",""html"",""css""]",HTML 5 Application Developer,https://www.naukri.com/job-listings-html-5-application-developer-biserve-saki-vihar-road-andheri-east-0-to-2-years-211119500795
643b98a7d01321d35da3a9ed,0-1 Yrs,"[""Noida"",""Chennai"",""Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""Communication Skills"",""Computer Networking"",""Cyber Security"",""CSE"",""m"",""cryptography"",""security"",""hacking""]",Post Graduate Engineer Trainee - M.E / M. Tech- Cyber Security,https://www.naukri.com/job-listings-post-graduate-engineer-trainee-m-e-m-tech-cyber-security-hcltech-noida-chennai-bangalore-bengaluru-0-to-1-years-160223002680
643b98a7d01321d35da3a9ee,2-7 Yrs,"[""Kanpur""]",Not disclosed,Cryptography,"[""cryptography"",""c++"",""blockchain"",""xslt"",""python"",""data"",""mysql"",""xml""]",Blockchain Developer - Cryptography,https://www.naukri.com/job-listings-blockchain-developer-cryptography-ith-technologies-pvt-ltd-kanpur-2-to-7-years-240622501897
643b98a7d01321d35da3a9ef,0-5 Yrs,"[""Bangalore/Bengaluru(Koramangala)""]",Not disclosed,Cryptography,"[""Cyber Security"",""c"",""firmware"",""autosar"",""automotive"",""security"",""system"",""boot""]","Principal Engineer Security (Embedded Systems/Automotive)
",https://www.naukri.com/job-listings-principal-engineer-security-embedded-systems-automotive-ola-electric-bangalore-bengaluru-0-to-5-years-100423005092
643b98a7d01321d35da3a9f0,12-15 Yrs,"[""Mysore/Mysuru"",""Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""IT Risk Management"",""cyber security"",""IT Security Protocols"",""Infrastructure Security"",""Information Security"",""it security"",""risk"",""management""]",Cyber Security Architect/ Specialist,https://www.naukri.com/job-listings-cyber-security-architect-specialist-saaki-argus-and-averil-consulting-mysore-mysuru-bangalore-bengaluru-12-to-15-years-110423005983
643b98a7d01321d35da3a9f1,0-1 Yrs,"[""Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""cyber security"",""automotive"",""android"",""cyber"",""soc"",""security"",""embedded systems"",""automation""]",Software developer - Cyber Security embedded,https://www.naukri.com/job-listings-software-developer-cyber-security-embedded-harman-connected-services-corporation-india-pvt-bangalore-bengaluru-0-to-1-years-020323500893
643b98a7d01321d35da3a9f2,7-12 Yrs,"[""Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""enterprise"",""backend"",""networking"",""distribution"",""network security"",""directory"",""system"",""security services""]",Senior Software Engineer - Enterprise Security,https://www.naukri.com/job-listings-senior-software-engineer-enterprise-security-uber-bangalore-bengaluru-7-to-12-years-281022501314
643b98a7d01321d35da3a9f3,5-9 Yrs,"[""Hyderabad/Secunderabad""]",Not disclosed,Cryptography,"[""management"",""customer support"",""technology"",""network security"",""soc"",""iso"",""internal audit"",""cyber""]",Principal Cyber Security Engineer - Risk & Compliance,https://www.naukri.com/job-listings-principal-cyber-security-engineer-risk-compliance-highradius-hyderabad-secunderabad-5-to-9-years-230223500852
643b98a7d01321d35da3a9f4,6-11 Yrs,"[""Pune""]",Not disclosed,Cryptography,"[""Cyber Security"",""c++"",""automotive"",""security risk management"",""threat analysis"",""penetration"",""threat detection"",""cyber""]",Automotive Cyber Security Expert - Cryptography/Penetration Testing,https://www.naukri.com/job-listings-automotive-cyber-security-expert-cryptography-penetration-testing-tekpillar-services-private-limited-pune-6-to-11-years-300123900916
643b98a7d01321d35da3a9f5,5-10 Yrs,"[""Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""analysis"",""security"",""improvement"",""quality improvement"",""quality"",""data analysis"",""android"",""program""]",Blockchain Keystore Security Engineer,https://www.naukri.com/job-listings-blockchain-keystore-security-engineer-samsung-austin-semiconductor-bangalore-bengaluru-5-to-10-years-060423501997
643b98a7d01321d35da3a9f6,5-10 Yrs,"[""Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""cryptography"",""data"",""c++"",""blockchain"",""program"",""programming"",""quality"",""quality improvement""]",Blockchain Keystore Security Engineer,https://www.naukri.com/job-listings-blockchain-keystore-security-engineer-samsung-india-electronics-pvt-ltd-bangalore-bengaluru-5-to-10-years-050423501765
643b98a7d01321d35da3a9f7,0-0 Yrs,"[""Singapore"",""Hyderabad/Secunderabad"",""Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""Cloud Security"",""Cyber Security"",""hiring"",""data"",""data privacy"",""data security"",""cloud"",""security""]",Hiring Freshers on Cyber Security Analyst / Cyber Security Engineer,https://www.naukri.com/job-listings-hiring-freshers-on-cyber-security-analyst-cyber-security-engineer-aficionado-technologies-hyderabad-secunderabad-bangalore-bengaluru-singapore-0-to-0-years-120423007203
643b98a7d01321d35da3a9f8,0-4 Yrs,"[""Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""cryptography"",""data"",""management"",""blockchain"",""system"",""research"",""data structures"",""cyber security""]",Blockchain Research Engineer,https://www.naukri.com/job-listings-blockchain-research-engineer-samsung-austin-semiconductor-bangalore-bengaluru-0-to-4-years-060423501998
643b98a7d01321d35da3a9f9,12-15 Yrs,"[""Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""Application development"",""Open source"",""SDLC"",""SQL"",""Penetration testing"",""development"",""owasp"",""cryptography""]",Security Penetration Testing Security Engineer,https://www.naukri.com/job-listings-security-penetration-testing-security-engineer-accenture-bangalore-bengaluru-12-to-15-years-080223905739
643b98a7d01321d35da3a9fa,0-4 Yrs,"[""Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""cryptography"",""data"",""management"",""blockchain"",""system"",""research"",""data structures"",""cyber security""]",Blockchain Research Engineer,https://www.naukri.com/job-listings-blockchain-research-engineer-samsung-india-electronics-pvt-ltd-bangalore-bengaluru-0-to-4-years-050423501766
643b98a7d01321d35da3a9fb,0-5 Yrs,"[""Hyderabad/Secunderabad""]",Not disclosed,Cryptography,"[""vapt"",""owasp"",""android"",""leadership"",""team leading"",""penetration"",""application"",""team""]",Principal Cyber Security Engineer - VAPT,https://www.naukri.com/job-listings-principal-cyber-security-engineer-vapt-high-radius-hyderabad-secunderabad-0-to-5-years-040423005510
643b98a7d01321d35da3a9fc,5-10 Yrs,"[""Pune""]",Not disclosed,Cryptography,"[""soc"",""san"",""embedded system design"",""cyber"",""sm"",""embedded systems"",""security"",""pdf""]",Embedded Software Engineer (Cyber Security),https://www.naukri.com/job-listings-embedded-software-engineer-cyber-security-mindpool-technologies-pvt-ltd-pune-5-to-10-years-310123500157
643b98a7d01321d35da3a9fd,18-25 Yrs,"[""Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""Cyber Security"",""management"",""cryptography"",""project"",""planning"",""project planning"",""security management"",""security""]","Senior Manager II, SW - Cyber Security , TARA,",https://www.naukri.com/job-listings-senior-manager-ii-sw-cyber-security-tara-harman-connected-services-corporation-india-pvt-ltd-bangalore-bengaluru-18-to-25-years-150323905373
643b98a7d01321d35da3a9fe,0-4 Yrs,"[""Mumbai"",""Thane"",""Mumbai (All Areas)""]",Not disclosed,Cryptography,"[""Vapt"",""Network Security"",""Certified Ethical Hacker"",""Application Security"",""Oscp"",""load"",""penetration"",""assistance""]",Assistant - VAPT Cyber Security - Mumbai - MNC,https://www.naukri.com/job-listings-assistant-vapt-cyber-security-mumbai-mnc-pes-hr-services-a-div-of-amal-infosystems-mumbai-thane-mumbai-all-areas-0-to-4-years-170323010030
643b98a7d01321d35da3a9ff,3-5 Yrs,"[""Bangalore/Bengaluru""]",8-13 Lacs PA,Cryptography,"[""AUTOSAR"",""Cyber Security"",""Cryptography"",""iso"",""security"",""automotive"",""cyber"",""ISO 21434""]",Cyber Security Engineer,https://www.naukri.com/job-listings-cyber-security-engineer-neurogaint-systems-bangalore-bengaluru-3-to-5-years-050423005793
643b98a7d01321d35da3aa00,4-8 Yrs,"[""Hybrid - Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""Automotive cyber Security"",""polyspace"",""iso"",""crypto algorithms"",""davinci"",""algorithms"",""sat"",""aes""]",Cyber Security Engineer,https://www.naukri.com/job-listings-cyber-security-engineer-haarvard-management-consultants-bangalore-bengaluru-4-to-8-years-170323005902
643b98acd01321d35da3aa01,0-5 Yrs,"[""Bangalore/Bengaluru""]",Not disclosed,Blockchain,"[""development"",""coding"",""networking"",""j2ee"",""backend development"",""web services"",""core"",""data""]",Blockchain - Backend Developer,https://www.naukri.com/job-listings-blockchain-backend-developer-samsung-austin-semiconductor-bangalore-bengaluru-0-to-5-years-060423501996
643b98acd01321d35da3aa02,2-6 Yrs,"[""Mohali"",""Chandigarh""]",Not disclosed,Blockchain,"[""solidity"",""development"",""javascript"",""truffle"",""contracts"",""smart contracts"",""smart"",""ethereum""]",Blockchain Developer,https://www.naukri.com/job-listings-blockchain-developer-suffescom-mohali-chandigarh-2-to-6-years-140423006399
643b98acd01321d35da3aa03,1-4 Yrs,"[""Noida"",""Chandigarh"",""Delhi / NCR""]",Not disclosed,Blockchain,"[""Blockchain"",""development"",""ethereum"",""react.js"",""webjs"",""protocols"",""auditing"",""node.js""]",Blockchain Developer - Solidity/DeFi Protocols,https://www.naukri.com/job-listings-blockchain-developer-solidity-defi-protocols-antier-solutions-noida-chandigarh-delhi-ncr-1-to-4-years-281222905419
643b98acd01321d35da3aa04,1-3 Yrs,"[""Permanent Remote""]",Not disclosed,Blockchain,"[""dbms"",""javascript"",""development"",""architecture"",""hyperledger"",""mongodb"",""test cases"",""software testing""]",Blockchain Hyperledger Fabric Developer,https://www.naukri.com/job-listings-blockchain-hyperledger-fabric-developer-rapidbrains-remote-1-to-3-years-110423500497
643b98acd01321d35da3aa05,8-13 Yrs,"[""Bangalore/Bengaluru""]",Not disclosed,Blockchain,"[""Ethereum"",""cryptography"",""blockchain"",""golang"",""security solutions"",""java"",""architecture"",""hyperledger""]",Blockchain Lead/Architect - Ethereum/Hyperledger,https://www.naukri.com/job-listings-blockchain-lead-architect-ethereum-hyperledger-techstar-group-bangalore-bengaluru-8-to-13-years-280223910675
643b98acd01321d35da3aa06,1-3 Yrs,"[""Bangalore/Bengaluru""]",Not disclosed,Blockchain,"[""backend"",""analysis"",""performance optimization"",""web technologies"",""networking"",""development"",""optimization"",""coding""]",Blockchain - Backend Developer,https://www.naukri.com/job-listings-blockchain-backend-developer-samsung-india-electronics-pvt-ltd-bangalore-bengaluru-1-to-3-years-050423501764
643b98acd01321d35da3aa07,2-4 Yrs,"[""Noida"",""Delhi / NCR""]",3-7 Lacs PA,Blockchain,"[""Solidity"",""Blockchain"",""development"",""flask"",""python"",""python flask""]",Blockchain Developer,https://www.naukri.com/job-listings-blockchain-developer-chetu-noida-delhi-ncr-2-to-4-years-150323011141
643b98acd01321d35da3aa08,4-6 Yrs,"[""Bangalore/Bengaluru""]",7-13 Lacs PA,Blockchain,"[""Solidity"",""DeFi"",""blockchain"",""smart contracts"",""Ethereum"",""development"",""webjs"",""contracts""]",Blockchain Developer (Solidity Smart Contract),https://www.naukri.com/job-listings-blockchain-developer-solidity-smart-contract-nu10-technologies-bangalore-bengaluru-4-to-6-years-150323010921
643b98acd01321d35da3aa09,4-5 Yrs,"[""Pune""]",Not disclosed,Blockchain,"[""Blockchain development"",""truffle"",""react.js"",""node"",""development"",""node.js"",""fabric"",""javascript""]",Blockchain Developer,https://www.naukri.com/job-listings-blockchain-developer-bondburry-recruitment-pvt-ltd-pune-4-to-5-years-070423905254
643b98acd01321d35da3aa0a,1-4 Yrs,"[""Chandigarh""]",Not disclosed,Blockchain,"[""Blockchain Development"",""smart"",""javascript"",""block chain development"",""protocols"",""solidity"",""node.js"",""contracts""]",Blockchain Developer - Solidity / DeFi Protocol,https://www.naukri.com/job-listings-blockchain-developer-solidity-defi-protocol-antier-solutions-chandigarh-1-to-4-years-281222905416
643b98acd01321d35da3aa0b,2-5 Yrs,"[""Pune""]",Not disclosed,Blockchain,"[""cooking"",""marketing"",""market analysis"",""technology"",""analysis"",""deployment"",""technology management"",""san""]",Blockchain Developer,https://www.naukri.com/job-listings-blockchain-developer-pallaton-technologies-pune-2-to-5-years-130423501932
643b98acd01321d35da3aa0c,2-7 Yrs,"[""Tumkur""]",Not disclosed,Blockchain,"[""document verification"",""architecture"",""documents"",""end"",""front"",""cryptography"",""application development"",""deployment""]",Blockchain Developer,https://www.naukri.com/job-listings-blockchain-developer-system-consultant-information-tumkur-2-to-7-years-130423500433
643b98acd01321d35da3aa0d,2-6 Yrs,"[""Pune""]",Not disclosed,Blockchain,"[""analytics"",""analytical"",""development"",""python"",""management"",""c++"",""blockchain"",""time managements""]",Blockchain Developer,https://www.naukri.com/job-listings-blockchain-developer-keshcutai-pune-2-to-6-years-100423501214
643b98acd01321d35da3aa0e,1-4 Yrs,"[""Temp. WFH - Noida"",""Meerut"",""Delhi / NCR""]",2-6 Lacs PA,Blockchain,"[""Blockchain"",""development"",""c#"",""core"",""net core development"","".net"",""c++"","".net core""]",Blockchain Developer,https://www.naukri.com/job-listings-blockchain-developer-quick-live-solutions-noida-meerut-delhi-ncr-1-to-4-years-050423005973
643b98acd01321d35da3aa0f,2-7 Yrs,"[""Hybrid - Bangalore/Bengaluru""]",Not disclosed,Blockchain,"[""blockchain"",""development"",""hyperledger"",""javascript"",""golang""]",Blockchain Developer,https://www.naukri.com/job-listings-blockchain-developer-careernet-technologies-bangalore-bengaluru-2-to-7-years-300323007265
643b98acd01321d35da3aa10,10-12 Yrs,"[""Bangalore/Bengaluru""]",Not disclosed,Blockchain,"[""deployment"",""system design"",""it infrastructure"",""agile"",""open"",""system"",""architecture"",""unit testing""]",Blockchain Architect,https://www.naukri.com/job-listings-blockchain-architect-ib-services-technologies-bangalore-bengaluru-10-to-12-years-110423502313
643b98acd01321d35da3aa11,2-7 Yrs,"[""Permanent Remote""]",Not disclosed,Blockchain,"[""Kadena"",""system architecture"",""development"",""blockchain"",""system"",""design"",""web services"",""architecture""]",Blockchain developer,https://www.naukri.com/job-listings-blockchain-developer-anthive-technologies-private-limited-bangalore-bengaluru-2-to-7-years-070423906746
643b98acd01321d35da3aa12,0-5 Yrs,"[""Hyderabad""]",Not disclosed,Blockchain,"[""sql"",""blockchain"",""python"",""oracle"",""operating systems"",""six sigma"",""pmp"",""real time pcr""]",BLOCKCHAIN DEVELOPER REQUIRED IN HYDERABAD,https://www.naukri.com/job-listings-blockchain-developer-required-in-hyderabad-saffron-consultancy-services-scs-hyderabad-secunderabad-0-to-5-years-060318501411
643b98acd01321d35da3aa13,0-1 Yrs,"[""Gurgaon/Gurugram""]",Not disclosed,Blockchain,"[""cryptography"",""management"",""programming"",""blockchain"",""data"",""technology management"",""data structures"",""technology""]",BLOCKCHAIN DEVELOPER,https://www.naukri.com/job-listings-blockchain-developer-queppelin-technology-solutions-pvt-ltd-gurgaon-gurugram-0-to-1-years-160622501633
643b98acd01321d35da3aa14,0-3 Yrs,"[""Mohali""]","50,000-60,000 PA",Blockchain,"[""blockchain"",""development"",""coding"",""security"",""solidity"",""security compliance"",""contracts"",""software testing""]",Blockchain Developer,https://www.naukri.com/job-listings-blockchain-developer-incredimate-limited-mohali-0-to-3-years-150323004924
643b98afd01321d35da3aa15,0-1 Yrs,"[""Noida"",""Chennai"",""Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""Communication Skills"",""Computer Networking"",""Cyber Security"",""CSE"",""m"",""cryptography"",""security"",""hacking""]",Post Graduate Engineer Trainee - M.E / M. Tech- Cyber Security,https://www.naukri.com/job-listings-post-graduate-engineer-trainee-m-e-m-tech-cyber-security-hcltech-noida-chennai-bangalore-bengaluru-0-to-1-years-160223002680
643b98afd01321d35da3aa16,2-7 Yrs,"[""Kanpur""]",Not disclosed,Cryptography,"[""cryptography"",""c++"",""blockchain"",""xslt"",""python"",""data"",""mysql"",""xml""]",Blockchain Developer - Cryptography,https://www.naukri.com/job-listings-blockchain-developer-cryptography-ith-technologies-pvt-ltd-kanpur-2-to-7-years-240622501897
643b98afd01321d35da3aa17,0-5 Yrs,"[""Bangalore/Bengaluru(Koramangala)""]",Not disclosed,Cryptography,"[""Cyber Security"",""c"",""firmware"",""autosar"",""automotive"",""security"",""system"",""boot""]","Principal Engineer Security (Embedded Systems/Automotive)
",https://www.naukri.com/job-listings-principal-engineer-security-embedded-systems-automotive-ola-electric-bangalore-bengaluru-0-to-5-years-100423005092
643b98afd01321d35da3aa18,12-15 Yrs,"[""Mysore/Mysuru"",""Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""IT Risk Management"",""cyber security"",""IT Security Protocols"",""Infrastructure Security"",""Information Security"",""it security"",""risk"",""management""]",Cyber Security Architect/ Specialist,https://www.naukri.com/job-listings-cyber-security-architect-specialist-saaki-argus-and-averil-consulting-mysore-mysuru-bangalore-bengaluru-12-to-15-years-110423005983
643b98afd01321d35da3aa19,0-1 Yrs,"[""Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""cyber security"",""automotive"",""android"",""cyber"",""soc"",""security"",""embedded systems"",""automation""]",Software developer - Cyber Security embedded,https://www.naukri.com/job-listings-software-developer-cyber-security-embedded-harman-connected-services-corporation-india-pvt-bangalore-bengaluru-0-to-1-years-020323500893
643b98afd01321d35da3aa1a,7-12 Yrs,"[""Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""enterprise"",""backend"",""networking"",""distribution"",""network security"",""directory"",""system"",""security services""]",Senior Software Engineer - Enterprise Security,https://www.naukri.com/job-listings-senior-software-engineer-enterprise-security-uber-bangalore-bengaluru-7-to-12-years-281022501314
643b98afd01321d35da3aa1b,5-9 Yrs,"[""Hyderabad/Secunderabad""]",Not disclosed,Cryptography,"[""management"",""customer support"",""technology"",""network security"",""soc"",""iso"",""internal audit"",""cyber""]",Principal Cyber Security Engineer - Risk & Compliance,https://www.naukri.com/job-listings-principal-cyber-security-engineer-risk-compliance-highradius-hyderabad-secunderabad-5-to-9-years-230223500852
643b98afd01321d35da3aa1c,6-11 Yrs,"[""Pune""]",Not disclosed,Cryptography,"[""Cyber Security"",""c++"",""automotive"",""security risk management"",""threat analysis"",""penetration"",""threat detection"",""cyber""]",Automotive Cyber Security Expert - Cryptography/Penetration Testing,https://www.naukri.com/job-listings-automotive-cyber-security-expert-cryptography-penetration-testing-tekpillar-services-private-limited-pune-6-to-11-years-300123900916
643b98afd01321d35da3aa1d,5-10 Yrs,"[""Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""analysis"",""security"",""improvement"",""quality improvement"",""quality"",""data analysis"",""android"",""program""]",Blockchain Keystore Security Engineer,https://www.naukri.com/job-listings-blockchain-keystore-security-engineer-samsung-austin-semiconductor-bangalore-bengaluru-5-to-10-years-060423501997
643b98afd01321d35da3aa1e,5-10 Yrs,"[""Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""cryptography"",""data"",""c++"",""blockchain"",""program"",""programming"",""quality"",""quality improvement""]",Blockchain Keystore Security Engineer,https://www.naukri.com/job-listings-blockchain-keystore-security-engineer-samsung-india-electronics-pvt-ltd-bangalore-bengaluru-5-to-10-years-050423501765
643b98afd01321d35da3aa1f,0-0 Yrs,"[""Singapore"",""Hyderabad/Secunderabad"",""Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""Cloud Security"",""Cyber Security"",""hiring"",""data"",""data privacy"",""data security"",""cloud"",""security""]",Hiring Freshers on Cyber Security Analyst / Cyber Security Engineer,https://www.naukri.com/job-listings-hiring-freshers-on-cyber-security-analyst-cyber-security-engineer-aficionado-technologies-hyderabad-secunderabad-bangalore-bengaluru-singapore-0-to-0-years-120423007203
643b98afd01321d35da3aa20,0-4 Yrs,"[""Bangalore/Bengaluru""]",Not disclosed,Cryptography,"[""cryptography"",""data"",""management"",""blockchain"",""system"",""research"",""data structures"",""cyber security""]",Blockchain Research Engineer,https://www.naukri.com/job-listings-blockchain-research-engineer-samsung-austin-semiconductor-bangalore-bengaluru-0-to-4-years-060423501998
